id,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,y
711,-0.099600433,-0.394239902,0.817037126,0.30674029,-2.221464369,-0.938883495,-0.706721727,-0.267059585,0.065176556,2.644592505,0.814118925,0.219455187,-1.016163838,2.340625528,-0.966658817,22.20272365
822,-2.090773286,-0.17158708,3.425941613,0.293741142,-1.103899747,0.722972105,1.007321349,-0.42463905,1.097081733,0.167121255,-0.372140388,-1.557751273,1.277807886,0.798038953,-0.468679352,225.715169
701,-0.183100075,-0.946995725,-0.535804812,-1.599809277,0.884602968,-0.801081913,0.749814734,-0.122274494,0.821969383,1.639603717,-1.978937672,0.044985555,-0.239769656,-1.158437276,-2.126757697,-110.0368848
2884,0.314116757,1.826071043,-1.020503001,0.885975746,-0.108565416,-2.408010544,-0.5124129,-1.430530613,0.195759779,-0.428440564,-0.043749097,0.475508197,-0.149229574,0.511426946,-0.142837295,-78.84963095
2155,0.181475757,-1.423032937,-2.50614288,0.312697863,-0.25141292,0.811312028,0.227666863,-0.450406908,0.327306143,-0.051975261,-0.38197815,-1.644388485,-0.878559309,-0.366073319,1.248451321,-406.0309339
4694,-0.86160396,-0.11394495,-0.912647894,0.52795703,-1.150520294,0.368561749,-1.269467487,1.145154802,-0.076856077,0.378272443,-0.660313498,-0.331563015,0.271314079,0.367539174,0.174271716,-61.29352583
2543,-0.101884896,-0.680557914,-0.932826218,0.40605886,-0.909557361,1.168998474,0.650653315,0.242123,0.870282229,0.17386362,-0.24666025,0.009097906,0.671621929,-0.422327247,-0.418369453,82.29928497
4397,0.915448257,-1.03463088,-0.512272392,0.740731329,0.248799684,-0.566821021,0.606004365,0.735821725,-0.010085548,0.324572529,1.086818468,1.214529724,0.464591841,0.71629882,0.822117533,81.21655535
2061,0.145338461,-0.422622505,0.341662333,-0.645474398,0.814230141,0.528060467,-1.45722061,0.241086365,0.094088352,-0.504500715,-0.467555358,-0.58203189,0.456032726,-1.662767378,0.24392386,5.499697945
3905,-1.154548302,-0.142685066,-0.698087887,0.150999022,-0.169425057,-0.038752507,0.884677657,-1.440701511,-2.410350739,-0.361320487,0.612023341,0.497036419,-0.888721023,-0.308374753,0.265828765,-365.2310357
2467,-0.008045786,-0.162352341,0.2540889,-0.776384655,0.158425607,0.346879201,0.892146994,0.593052205,-0.959610631,-0.483370793,-0.255932691,0.312498311,1.598393852,0.531966602,0.063843956,98.92570202
650,-1.44024026,-0.037628805,0.025267192,0.986069992,1.404101507,0.5256532,-0.115229984,2.151557572,-0.322671674,-0.333513457,0.474769897,0.24643923,-0.842108691,0.91167167,0.683433635,-64.60892191
494,2.041810495,0.812064364,-1.15427218,0.375959356,0.203276389,0.085417142,-1.212821798,1.220138259,0.411842582,-0.030532888,-0.521743632,-0.243100754,-0.364006964,-2.37764942,-0.245359936,98.75416953
431,-0.496968997,-0.843105137,0.272484843,0.084312892,0.405261272,1.101509208,1.056073585,1.020613996,0.516785161,1.546548862,0.750023598,-1.31272467,-0.241613679,-2.589645432,1.302478685,97.20776858
2450,0.801929416,-0.461374052,-0.116143124,-0.836664603,-1.41640251,0.279777499,0.262924133,1.123650034,-1.346375853,-2.385202139,-0.57701981,-0.486356648,0.948712694,0.06101832,0.795166008,-249.6047524
4290,-1.171328478,1.213672679,1.965520469,-1.688097993,0.211323104,-1.46437881,-0.88798723,-0.368491502,-1.483617924,-0.305508169,0.637189025,0.404963925,-0.692016604,1.045286779,1.650943483,-76.6382604
1031,1.231763403,-0.313887191,-0.474689955,-1.162139493,-1.01065063,1.325255187,0.997038094,-0.063962512,0.548785136,1.462585943,-2.07200603,-1.214358081,0.810775986,1.069600084,-0.747901312,194.8994357
1438,0.009992694,1.253418096,0.519485444,-0.4268107,1.319918017,-1.018538651,0.231561586,1.488439141,-0.027758029,0.037482894,1.003777297,1.489227822,-1.980145831,-2.611493209,0.447875806,41.80598148
2393,0.039004902,0.820122853,0.670176922,-1.215775385,-0.366002723,2.102832729,-0.706153665,-0.239782498,-1.607131183,1.028506616,-0.126562373,0.522052136,-1.690037176,1.053427593,-0.339727751,134.3532125
2064,-0.52831157,1.222331343,0.197507401,1.083443361,0.482342531,0.497869599,1.183069008,1.031449043,-0.071049545,-1.802255208,-1.017957889,-0.109479543,1.200160156,-1.102483607,-1.316006136,95.63744926
732,-0.362619771,0.707027284,-0.88166224,0.033459076,-1.573568386,-0.284796488,-0.921589823,-0.323779104,0.71204245,-0.590651494,-0.124353395,0.68578079,-1.151152971,0.167958876,0.605593528,-112.0740843
676,0.904039449,0.681836016,-0.683558789,1.104514109,0.392510695,-0.873053612,0.812959041,0.074721443,-0.642880842,-1.460886213,-1.232753979,-1.500832499,-0.683737779,2.424595793,-0.804398979,-359.0953761
112,-1.657726006,0.579728252,0.328907244,1.274656742,-0.266615089,0.441719591,1.679576769,-0.045536699,-0.418331175,-0.864723785,0.427467642,-0.463137671,-0.671075461,-0.354064517,-1.074854553,-185.8458997
3140,-0.160152791,-1.874834488,-1.835276119,-0.430010669,0.217814126,-0.201310792,-0.776127647,-0.689397087,-0.482951799,0.382978494,0.021856574,0.100177877,0.49921504,-2.040188894,-1.381718156,-330.0433637
4982,0.87089048,0.53366963,-1.207736921,0.634832066,-1.427172821,-0.259591453,-1.377649211,1.508412582,0.540261487,0.29847376,0.552617091,-0.424869006,0.25685164,0.544326254,0.596552511,56.64563497
4639,0.157254063,-0.635543931,-0.751900857,0.115191206,1.71681109,0.371394565,-0.382535823,0.625332146,0.921654386,1.156247802,-0.101866441,-0.939952928,0.654768299,0.91902598,-2.282949557,49.65690187
1287,-1.205217077,0.886285843,1.30263861,-0.072137421,-1.759314679,-0.993281526,1.503059217,-0.678303962,-0.187736674,-0.464071345,1.775059481,0.760445874,1.193681505,-0.361444495,-0.0947016,110.6635801
645,1.472146459,0.426624739,0.05168843,-0.461353755,-0.221724356,1.712671581,0.016218165,-0.306538602,-0.235547968,-0.013619244,0.337557128,-0.722041456,-1.099817765,1.030111718,0.542579664,90.68815743
4789,0.710688841,1.411679084,0.698543016,-0.591404084,-0.334143357,0.870253146,-0.96603483,0.015921731,0.103832947,0.405840813,-0.708741162,-0.908508323,0.564073749,-0.597213414,-0.041485245,305.6055947
1636,-0.164522617,-0.39590336,0.684331809,-0.342679088,-0.492960349,0.40723349,0.321194822,-0.670616479,0.678127419,-0.738369152,-2.058098259,-0.606737235,1.173317292,-1.787304371,-0.335819322,48.49549519
2932,-0.120840029,-0.81985985,2.014555965,0.575441937,0.483649982,-0.021829705,-0.912616385,-0.218857598,1.015666537,-2.035054298,0.249109779,1.50381622,-0.833623045,-0.659661548,-0.060511819,-1.718892016
1581,-0.642589894,0.602230367,-0.225692999,-1.487258938,0.352155651,0.322714339,-1.055685046,0.52590696,0.807980103,-2.655881404,-0.416438859,3.385166467,-1.407315086,0.27543881,0.679761174,-5.217854674
4156,-0.760328839,0.267596236,0.066735427,-0.628675377,0.899807439,0.321848474,-0.478296828,1.576334441,-0.30339045,1.231629069,0.340365424,-0.765513337,-0.430752715,0.043649027,0.160587895,21.45900893
4431,-0.414975159,-0.236785195,1.022455611,-1.175389336,-1.53592103,1.656835199,-0.125731794,0.535336923,-1.122074508,1.709144206,0.305769129,2.025186461,-1.201703612,-0.220094478,0.0614681,247.4281638
4072,0.269523574,0.906396858,1.784400778,-1.07777264,1.304144354,2.099262916,0.40688883,1.50394584,0.463958441,0.148465323,0.676668288,-0.082156055,-0.048180838,0.423549546,0.661266601,474.6181875
2913,-0.644000565,-0.012171317,-1.246135577,-1.195072342,0.388360053,0.613939073,0.768169861,-0.682833875,2.523245542,-0.259302429,1.565530547,-0.111316572,1.565271171,0.67683129,-0.07427548,191.6276055
2423,1.617601385,0.072850427,0.657247469,0.24927226,-1.295610071,-2.517061354,-0.524381852,0.091488818,-0.200515301,-0.066872857,0.820890502,1.131878802,-0.848639992,-0.694593247,0.873486911,-82.16106332
2657,0.432653902,0.572153067,-1.054366238,-1.958434631,-0.249205731,1.064321591,-0.684036785,-0.100130152,-0.800934469,-0.590618606,1.08508205,1.111340699,0.982798482,-0.252833688,-0.691682418,115.4608215
269,0.340142311,2.14240548,-0.719876795,-1.229434562,0.308233828,1.014729276,2.486551868,0.413032388,0.045910406,-0.075685864,-0.664132384,0.555318868,0.041142903,0.168576168,-0.243076178,291.4959692
1388,1.799023695,0.616417348,0.124337734,0.260294649,1.102214036,-0.766652319,-0.652843112,-0.877949288,0.352064652,1.282858076,-0.927786993,0.796964832,-0.730879275,0.614518755,-0.041693139,251.5436057
1440,1.472520684,0.024091114,-1.369842911,-0.64227417,-0.219938293,-0.228152725,-1.537338204,-0.872508653,-1.26781055,1.83784293,2.654647446,-1.355461819,-0.091565756,1.536434718,-1.376516665,-137.0283693
4617,0.981372197,-0.643680435,0.141096207,0.777143816,-0.451641673,-0.24248665,-1.084413452,-0.457788463,-1.246266833,0.167487543,-0.268809145,-0.654872473,-0.331600995,-1.314110731,0.264308797,-163.0343965
2501,-0.289841232,0.535912472,1.689022419,-1.337880139,2.117245198,-1.916607116,-1.728813227,0.673242647,0.907578114,-0.088543311,-0.216430387,0.3123957,-0.07456184,-1.438051422,0.220607191,82.86277663
3649,-0.23163561,-0.64146672,1.363175487,-1.052026061,2.493364437,-0.134806068,0.144403649,2.114958306,-0.712222992,-0.320296409,0.030785303,-2.818870399,0.133804636,1.562949304,1.010017074,-216.0854638
3125,-0.149160163,-1.518248502,-0.139077346,0.2552468,-0.479711415,-1.661505233,1.453560833,0.805781178,-0.311630805,-0.282503146,-0.448171609,-0.008590958,-0.493350293,-1.443694691,-3.092914894,-494.4689704
4792,-0.003796573,-0.220880219,0.808194421,-0.338650672,0.139991481,-0.185053957,-0.585900015,1.779412516,0.027686647,0.112207054,-0.683263164,0.896127593,-0.824581498,1.587701769,-0.31728676,20.68503098
3962,-1.465662438,0.748638102,0.011803238,-1.706421819,0.710001208,0.560834922,2.151462499,-0.293682972,-0.062695008,0.418857705,0.010726518,-0.396807509,0.798281346,0.898244944,0.969606113,126.5728299
463,0.255125687,0.358700466,-1.488680102,-0.839246048,0.169558471,0.664552198,0.506524233,0.107612924,0.406634905,-0.007400806,-0.098345066,1.518351918,-0.169333269,-0.229680218,0.342521195,132.5212237
1593,0.353548048,1.061127416,0.11284202,1.016657375,-0.417352552,-0.810793737,-1.538990909,-1.36836622,-0.274627206,-1.609394589,0.524309286,0.614905128,-1.215305984,0.557999139,-0.687670247,-179.8751695
2476,-0.523882357,0.459977329,0.596581052,-2.293542336,-0.903422824,-1.922158992,-0.254964624,-1.266094758,-0.690806421,1.718737492,-1.195665725,1.005177162,0.673873377,-0.008705978,0.010165024,72.35700876
3032,-1.442515616,-0.466728682,0.316456573,2.340436295,-0.904088541,0.103571185,0.146354549,0.150765157,0.405043344,1.143929098,0.187572384,-0.345511321,0.330656843,0.630924521,2.26101247,136.2368894
4055,-0.833704752,0.511570839,-0.237295533,0.200669651,-1.63431166,-0.76370093,1.311629045,1.609167441,0.091904478,-2.020798888,-0.255939438,0.296378464,0.231982463,0.244386338,-0.471269421,-233.763738
2341,1.615912193,0.071990559,0.356676452,0.953218906,0.279222022,0.74777764,-0.655479733,2.307485222,1.108566535,1.011255602,0.543342309,0.216064329,-1.714648432,-0.821189548,-0.985286569,208.9249614
3202,2.168235909,2.18687093,-0.053850625,-0.306269102,2.301177423,-0.325406467,-0.160353978,0.519906822,-0.864459084,-2.304860258,0.314748989,1.428158551,0.00255804,0.097205714,-0.789986753,178.3070047
3573,-2.521301292,0.062444902,-0.771376581,-0.086820404,0.250725872,1.006128172,0.458842775,0.501776639,1.283110606,-0.520622419,-0.475106849,2.439176002,-0.880480518,-0.780536209,1.700699322,110.5391535
1655,1.35302791,1.175609847,0.293619897,-0.397263525,-0.414155452,0.139146443,0.577528665,0.004814232,-0.060690103,0.212443771,0.618780663,-0.546367696,-0.646060022,-1.07256586,0.287242823,121.4124125
2518,0.354698527,-1.235310156,0.325020707,-0.283534686,-0.885024655,0.328143391,-0.347566806,0.445878621,0.669289931,-0.747999323,1.110615569,0.419437802,-1.966349141,1.412093463,0.799486544,-231.3248179
4321,-1.144820513,-1.190821243,0.651762961,-0.104707448,0.55648244,2.437113146,-0.194967537,-2.067923603,0.766063227,-0.878920311,1.44374019,0.810296144,-2.342701494,-0.180588949,-0.832466272,-140.2290849
4148,-0.301246235,-0.578432616,-1.546047292,0.875344145,1.511014099,0.748301368,-0.126044949,-1.957989004,0.617475372,0.687005474,-0.105658293,1.984270301,-0.277885831,2.131519186,-0.128972992,152.6014287
102,0.59065215,-0.347424474,-1.079353597,-0.909683645,-0.727806577,0.901820953,-1.477134312,-1.250797551,0.588530636,1.113016857,-0.401489143,-0.360680048,0.949466282,-0.567617764,2.220661801,221.604161
4970,0.477952642,-0.415857321,-0.264103528,-2.682927699,-0.085082084,0.666123751,-1.543911741,0.373409894,-2.348763118,-0.822550001,1.246737242,-0.205475817,0.952491387,1.18902847,-1.453041875,-224.5012193
957,1.138535688,2.331931482,-1.642513602,1.284301753,-2.223749815,-0.059456242,-1.885150607,-0.366251654,-1.012942709,0.424432222,-0.364047667,-0.598509489,-0.192678223,-0.021940322,-1.802054874,7.637286497
2314,-0.455099051,-0.838244329,0.114129603,-0.408965992,0.884709862,0.163550249,1.925773978,-1.266730718,-1.472880419,0.416270319,0.257577302,0.650844046,-0.325567998,-0.548874028,1.113696844,-91.17291756
3678,-0.615083609,1.260137707,-0.532455234,-0.923235772,2.340967222,1.928064674,0.472931911,-0.787564574,1.987510836,0.176552686,-0.49022362,2.21610608,0.144790411,0.133686544,-1.614336656,539.6231009
2597,0.390386365,0.868179603,0.919791234,0.724452367,2.307880127,0.637898642,-0.420676809,-0.966358353,-0.656881538,0.528622093,-0.286755014,-0.41430773,0.251648836,-1.871382823,0.059676807,278.47686
4907,0.475955044,-0.100842041,-0.130866024,0.71192518,1.017441967,0.482553176,1.13499042,-0.483230542,1.4207402,-1.391568891,0.448630785,0.272425669,-1.300350251,0.900631503,-0.424054674,-66.48651272
4393,-0.769091164,-1.623848784,-0.236978111,1.051208096,-0.292263778,-0.272171884,-0.74619717,-0.19096945,0.552826277,-0.535521279,-1.465545386,0.903543621,0.475022557,-0.185152363,-0.167774434,-123.1390235
831,-0.763546944,0.801031341,-0.483498443,1.146896517,-0.611813094,0.214216184,-0.437838443,-0.426304007,0.768309995,0.205147289,-0.005841089,1.913667163,1.564323341,0.683510987,-0.906601561,384.4017132
4517,0.836646615,0.164788803,1.504206457,-0.379037524,1.238659793,-0.098085308,-1.67639748,1.29292,0.849327461,0.624241381,-0.292080878,1.571131117,-1.873638438,-0.043679299,-0.621228382,222.3376065
1751,-0.955726896,-0.398256424,0.744927529,0.743670967,-0.135154853,-0.235143186,0.641242403,0.329704361,0.68384219,-0.428502068,0.315147885,1.654125246,2.613493269,-2.715018202,1.367386413,392.2005977
3379,0.201244474,0.312288902,-1.95561946,-0.516430502,0.973509004,-1.083323127,1.978125234,-0.312243013,1.553041002,-0.081583711,-0.83199749,2.084944668,-0.139967927,1.731420129,-0.122977671,63.73822515
